,Review_Page_Number,Ratings,Title,Posting_Date,Used_For,Review_Body,Whether_Recommended
1810,1771,4,Quality a little bit off,2020-08-28 19:55:00,less than 1 week,Reception sometimes is not that great but otherwise it’s a good earbud. I would recommend it.,1
1811,1771,4,Very nice product,2019-09-11 20:21:00,less than 1 week,"As always Apple rocks. This is my second AirPod, I have the first one to my friend and I liked it a lot so ordered another one.",1
1812,1771,4,Perfect match,2021-01-08 18:09:00,3 weeks,Great product.  It functions very well with my phone.  Love the compatibility,1
1813,1771,4,Easy to set up,2020-01-03 17:43:00,1 month,They’re easy to set up and use. Good for working out and changing songs. They do not block out noise. Only down fall.,1
1814,1771,4,My wife loves them,2020-01-14 15:45:00,3 weeks,Bought them as a gift she enjoys them light u won’t even notice them in your ear would recommend for any iPhone user,1
1815,1771,4,good wireless earphone,2020-07-31 17:02:00,1 month,"It’s cheaper that apple store so I purchased here.

It charges fast, connects to devices easily.",1
1816,1771,4,Good earbuds,2021-01-30 15:19:00,1 year,Work great used them all the time when I had an iPhone not so much anymore,1
1817,1771,4,Love the Airpods,2021-04-20 09:56:00,8 months,Excellent. My daughter loves her's.  I am buying myself a pair.,1
1818,1771,4,Apple - Airpods,2020-01-21 22:28:00,1 month,Got this as a Christmas gift from my kids.  Love them but there is a lot of clicking in them I can't figure it out.,1
1819,1771,5,Very comfortable and affordable…,2023-04-22 11:21:00,4 months,Bought them as a gift for my 14 yr. old daughter. She absolutely loves them! Comfortable enough to wear while sleeping…..although I’m not suggesting you do so unless you’re listening to deep sleep melodies.,1
1820,244,4,Good - but - not Great ...,2019-11-01 22:55:00,3 weeks,Ok - “back” in the day - I use to work for two of the most recognized high end Stereo Shops in Toronto Canada - Toronto HiFi & The Great Metropolitan Sound Company & we use to sell ubber hi-end audio gear - so - I use to have extremely well tuned ears & when I felt my ears were getting flat - I use to sneak off to Ring Audio - which was SO exclusive - you couldn’t even find the place unless you were referred there. So ... being very old school & having my ears hit that “old” plateau - the one where you can hear the compression of MP3’s & still put up with it - cause frankly @ this “age” in life - you just don’t care - cause you just want to hear the music - ya ... these headphones suck - but - there are SO many other good points “the needs of the many - out weigh the needs of the one” - like the case keeps the buds charged without being plugged in 7-24-365 / the buds sync every-single-time I’ve plugged into my ears - the buds charge once you drop them back into the case - I’ve gone 5 uses @ at least 90mins before I was worried & plugged the case in with the buds in charge mode - sooooooo ya ... the innovative points of being able to use ‘em - when you need ‘em kinda-sorta out weighs the “sonic” experience - there just ok - absolutely not close to live studio or live production - but decent enough - the plug in ear / settle with the contour of your ear is just ok / nothing special - but combine the features & your going to get a decent little pair of head-phones ...,1
1821,244,5,Airpods are the best!!,2022-11-15 07:42:00,2 weeks,2nd generation airpods are still the best overall ear bud on the market! They fit great and most importantly they stay in your ear and you can wear them for long time without it hurting your ears. Love them!!!,1
1822,244,5,Game changer!,2020-08-21 17:29:00,3 months,"I was hesitant to purchase Apple AirPods at first because of the price. I ended up buying a pair of cheaper wireless earbuds but ultimately didn’t like the way they fit in my ear and hated the sound quality. I figured I would just research and find another pair of cheaper earbuds. After a couple of days with the second pair I realized what a mistake I had made. If I continued purchasing cheaper products, I would end up spending more money over time than I would if I just bought the Apple AirPods in the first place! I’ve always been extremely satisfied with the fit and sound quality of the Apple earbuds that came with my phone and these are even better and wireless.",1
1823,244,5,apple airpods & Logan,2021-05-26 16:07:00,less than 1 week,"This review is more about the sales/service rep.  Logan was the best sales rep I've encountered in a very very long time. Didn't talk down to me. Answered all my stupid questions with aplomb. Didn't try to upsale.  If I decided to buy in the future, I would definitely seek him out.
The apple airpods (2019) are great as well.  Fit my ears better than the Pro.  They have not fallen out yet & i'm a pretty active person. Sound is great even on calls which was important to me. I would recommend both the Airpods & Logan to family & friends.",1
1824,244,5,3rd pair….,2022-12-30 17:17:00,1 week,What can you say? Excellent overall for what they are. Must have for everyday with iphone. Get the pros when you really wanna listen to music and quality audio. I have both.,1
1825,244,5,The OG,2023-01-25 22:11:00,1 month,Bought this for my nephews Christmas present since it worked amazing for me in the past. Highly recommend for listening to music and taking phone calls.,1
1826,244,5,AirPods 2nd Generation,2023-02-24 22:34:00,1 month,"AirPods are my favorite, a must have for IPhone users. They are better than other wireless earbuds that I have tried in the past",1
1827,244,5,Idk what youve heard!,2023-03-11 13:06:00,2 months,"I dont know what youve heard, But, if your hearing it through anything other than Apple Airpods, your not listening!",1
1828,244,5,Easily one of the best products I’ve purchased,2020-05-08 16:10:00,8 months,Seriously the best headphones ever. I got an off brand from another store (let’s call is smarget) and I didn’t like the way that they fit in my ears. So the air pods were only like $40 more at that point (I had gotten them on sale) and I love them. So easy to set up and you can wear one ear bud at a time if you need to be able to hear people (I will wear them this at work sometimes so I can talk to others). Some ear pods I know can only be used together if you’re on a call or some such but I’ve had no issue with that at all. Everyone says that they can hear me clearly and it’s great sound quality. Def a NEED for any apple enthusiast. (Or if you’re like me where you’re ocd and EVERYTHING MUST MATCH),1
1829,244,5,Love them,2023-03-13 04:34:00,2 weeks,Love them they work wonderfully with my iPhone and my wife Samsung phone she’s thinking about getting her own pair,1
1830,244,2,Gift,2023-07-25 05:35:00,1 month,Bought these aa a gift for my boyfriend but hes had issues eith the connection,0
1831,244,5, Airpods,2023-01-20 16:31:00,less than 1 week,"Have had and enjoyed  Airpods for many years now. Bought this as a gift. Syncs perfectly with your iPhone for listening to  Music,  TV and other audio.",1
1832,244,5,Recommended buy,2022-12-17 04:35:00,3 weeks,"Great buy , no issues.   I like the size of these better than the AirPod 3s because they fit my small ears more comfortably. The other ones stretch and hurt if you have small ears.",1
1833,244,5,Very convenient and hassle-free technology!,2020-05-04 16:13:00,1 month,"I've used regular Apple earphones for many years, and the only small issue I had with them was that they tangle very easily.. which is why when I realized I had a lot of points racked up from My Best Buy Visa credit card, I decided to use them towards getting the new Apple Airpods; at first I didn't think they'd be that necessary, but I was convinced to get them anyways. 

I love that they are wireless and have a little protective charging case. They are very easy to connect to your device as well; I've connected them to my iPhone and my Macbook. They are pretty small so they might be easy to lose, if only they had a pinging feature like the Apple Watch does! Overall, I am happy with my purchase!",1
1834,244,4,Amazing earbuds. Garbage microphone.,2023-04-06 20:17:00,5 months,Amazing for music. They're so low profile and you can barely feel them in the ears. Perfect for any situation. The microphone is garbage though and your friends will always complain about how bad you sound.,1
1835,244,5,The best ones,2023-04-07 16:47:00,1 month,It’s very good and it works well. I dropped it in water for a few minutes and it still works,1
1836,244,5,Good ear buds,2022-12-30 17:06:00,1 month,Got it as a gift for my wife for Christmas.   She didn’t like the gen 3 because of the new design.   The gen 2 and gen 1 fits the ears nicely and doesn’t hurt your ears.,1
1837,244,5,Love this item,2023-02-13 21:33:00,1 month,I love the fact my EarPods let me know what number is calling me to see if I want to answer it.  If I say no it hung up automatically.,1
1838,244,5,Why did I wait,2021-10-17 22:19:00,6 months,"I tried AirPods Pro first; fatigued my ears within a half hour and returned those.  Beats pro had great sound, but often had connection issues along with a bulky case.  I always assumed the AirPods would hurt my ears since the original and updated EarPods fatigues my ears.  Boy was I wrong.  These stay comfortable for hours, stay in my ears even during workouts, and have impressive sound for their size.  Get em on sale and you got yourself a steal",1
1839,244,5,Replacement pair,2023-01-07 17:08:00,2 weeks,I needed to replace my travel airports. These were perfect! I have the newer version for everyday use like at the gyn and st work but i like this pair for travel!,1
1840,1263,3,"These AirPods are OK, but Definitely Not Prs",2020-07-17 16:22:00,3 weeks,"Apple's AirPods are OK but their battery life, even brand new, is absolutely a joke.  The automatically switching version of the AirPods can't come fast enough as even Bose Noise Cancelling 700 Head Phones don't consistently do this basic function well.

If all you're trying to do is watch movies on your iPad or listen to music off of your iPhone (without being connected to another device at the same time) then these are fine.  If you want to watch movies around your iPhone and be able to answer an incoming call think again.",1
1841,1263,5,Good product,2020-01-31 17:31:00,1 month,My only complaint is that the earphones don’t easily sync when I decide to switch devices.,1
1842,1263,5,Great ear buds,2020-11-11 22:45:00,1 month,Awesome airpods. My girlfriend loves them and always uses them,1
1843,1263,5,AirPods,2020-08-10 14:44:00,1 year,They were great while it lasted. Hot item! But was stolen from at school,1
1844,1263,5,Airpods,2020-12-25 13:12:00,1 year,they are airs pods make you look cool when you where them,1
1845,1263,5,Good to have.,2020-07-31 17:47:00,2 weeks,Very nice pair i liked them. I recommend buying if you need new air-pods.,1
1846,1263,5,Good headphones a lot of clout,2020-05-10 17:49:00,3 weeks,The headphones themselves are are great but the curbside pickup could be improved,1
1847,1263,5,Best accessory,2019-08-22 17:28:00,4 months,I simply go to the gym and with these they were so good my head exploded in tiny pieces ... work nicely,1
1848,1263,4,No more after this,2020-12-16 18:47:00,3 months,"I would have given this five stars, but I keep getting them stolen, or I lose them.  This will be my last pair, even though I love the sound quality so much.",1
1849,1263,5,Airpods,2019-10-26 08:11:00,1 month,These work great. I bought them fire my teenage son for a birthday gift. He’s not taken them off!!,1
1850,1263,5,Air Pods,2021-01-02 19:06:00,5 months,This is my second pair. I love and enjoy these air pods.,1
1851,1263,5,I love it!!,2019-05-31 16:29:00,Not Available,I use these AirPods everyday!! It’s so convenient because I can leave one AirPod in my ear while I’m working.,1
1852,1263,5,air pod,2021-01-02 16:17:00,1 month,pick up at miami beach store. pick up was well organized,1
1853,1263,5,Great investment,2020-05-31 08:57:00,1 month,AirPods are great! I recommend everyone own a pair. They’re a great investment.,1
